Gene_ID,Gene_Name,zygote,cleavage_2_cell,blastula_128_cell,blastula_1k_cell,blastula_dome,gastrula_50__epiboly,gastrula_shield,gastrula_75__epiboly,segmentation_1_4_somites,segmentation_14_19_somites,segmentation_20_25_somites,pharyngula_prim_5,pharyngula_prim_15,pharyngula_prim_25,hatching_long_pec,larval_protruding_mouth,larval_day_4,larval_day_5
ENSDARG00000097465,trmt61b,0.9,1,7,10,4,1,1,3,9,10,9,7,6,6,5,5,4,6
ENSDARG00000102636,trmt9b,54,45,22,18,4,3,1,0.2,1,1,1,0.6,0.3,0.8,1,2,3,2
ENSDARG00000043734,trmu,3,10,14,13,8,2,2,2,5,4,5,4,3,4,3,3,3,2
ENSDARG00000101323,trnau1apa,2,2,4,5,2,6,13,20,25,21,17,11,9,9,5,4,5,4
ENSDARG00000056475,trnau1apb,12,12,24,25,38,70,75,75,63,67,62,41,36,42,28,25,26,29
ENSDARG00000075297,trnt1,0.9,1,1,1,1,2,2,3,4,4,4,3,3,2,2,3,3,3
ENSDARG00000016699,trpa1a,NA,0.2,0.7,1,2,2,2,2,5,4,5,3,3,4,3,4,3,3
ENSDARG00000031875,trpa1b,NA,NA,0.1,NA,0.1,0.1,NA,NA,0.1,NA,0.2,0.2,0.2,NA,0.3,0.6,0.9,0.7
ENSDARG00000061203,trpc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.5,1,3,4,6
ENSDARG00000039065,trpc2a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA
ENSDARG00000003344,trpc2b,NA,NA,NA,NA,0.2,0.1,0.3,0.5,0.3,NA,0.1,NA,NA,NA,NA,0.1,0.2,0.5
ENSDARG00000098291,trpc3,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.2,NA,0.1,0.2,NA,0.5,0.6,0.5
ENSDARG00000070507,trpc4a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.9,2,2,1,2,2,2
ENSDARG00000018840,trpc4apa,69,88,98,97,119,80,59,37,25,18,18,17,15,15,15,15,14,13
ENSDARG00000020647,trpc4apb,2,3,15,19,13,15,20,22,20,14,13,10,8,11,7,8,8,9
ENSDARG00000102017,trpc4b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,NA,0.3,0.5,0.6
ENSDARG00000070504,trpc5a,NA,NA,1,0.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.1
ENSDARG00000060837,trpc5b,1,1,2,3,2,0.4,0.1,NA,NA,NA,0.2,NA,NA,NA,0.3,1,1,2
ENSDARG00000056625,trpc6a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,1,1
ENSDARG00000067730,trpc6b,0.1,0.8,0.7,0.1,0.4,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,0.2,NA,0.4
ENSDARG00000027523,trpc7a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.2
ENSDARG00000079469,trpc7b,1,0.8,3,4,4,0.9,0.1,NA,0.2,0.2,NA,NA,NA,NA,0.2,0.7,0.7,0.6
ENSDARG00000011259,trpm1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0.2,0.4,0.7,1,3,3,4
ENSDARG00000103476,trpm1b,NA,NA,0.2,0.1,NA,NA,NA,NA,NA,2,6,5,5,6,5,8,7,8
ENSDARG00000095696,trpm2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.65,0.65,1.25
ENSDARG00000039181,trpm3,0.8,1,4,2,3,0.4,0.3,0.1,NA,NA,NA,0.3,0.4,0.4,0.5,2,2,3
ENSDARG00000059993,trpm4a,NA,NA,NA,NA,0.4,1,2,3,6,5,4,6,6,3,4,7,10,7
ENSDARG00000063435,trpm4b.2,0.9,0.6,0.3,0.9,0.6,0.8,1,3,2,1,2,2,2,1,1,3,4,3
ENSDARG00000059792,trpm5,0.2,NA,0.2,NA,0.6,6,7,3,0.4,NA,NA,NA,NA,NA,NA,1,0.9,0.8
ENSDARG00000103454,trpm6,NA,NA,0.1,0.1,0.1,NA,NA,0.2,0.7,1,1,1,2,1,1,1,3,2
ENSDARG00000036232,trpm7,42,50,34,29,29,17,6,3,8,11,10,8,6,6,6,6,6,6
ENSDARG00000104082,trps1,0.7,1,3,2,2,0.6,0.6,1,3,2,3,2,2,2,2,2,2,2
ENSDARG00000037628,trpt1,3,2,2,2,2,2,2,3,3,4,4,3,3,3,3,4,3,2
ENSDARG00000059883,trpv1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1,0.8,0.8,1,2,2,2
ENSDARG00000061941,trpv4,8,10,27,26,16,4,2,1,3,3,3,3,2,2,2,3,3,2
ENSDARG00000014496,trpv6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,1,0.6,2,13,18,18
ENSDARG00000100623,trrap,9,10,26,20,19,14,10,11,19,11,11,11,10,11,7,5,5,4
ENSDARG00000053805,trub1,26,28,27,32,34,36,29,20,27,25,23,13,8,11,6,6,6,4
ENSDARG00000028379,trub2,8,21,21,9,4,10,12,15,19,16,15,10,8,9,9,7,8,7
ENSDARG00000026048,tsc1a,4,6,29,40,35,7,1,0.5,3,4,4,4,4,4,4,5,6,6
ENSDARG00000057918,tsc1b,3,5,29,33,31,10,4,5,7,8,9,8,7,8,7,7,9,13
ENSDARG00000103125,tsc2,4,8,17,17,21,15,10,5,5,6,7,8,7,8,7,7,10,12
ENSDARG00000038306,tsc22d1,93,88,92,80,51,11,13,14,13,16,14,13,15,19,23,35,34,36
ENSDARG00000041839,tsc22d2,12,15,41,45,22,7,4,5,8,7,7,8,7,7,9,13,11,11
ENSDARG00000075666,tsc22d3,NA,NA,0.6,1,28,13,10,13,14,13,17,17,18,19,28,58,73,88
ENSDARG00000069280,tsen15,NA,NA,0.3,0.5,0.3,0.6,0.7,0.9,2,2,2,1,1,1,1,1,1,2
ENSDARG00000091851,tsen2,1,3,26,30,16,6,4,5,13,12,12,8,5,8,5,5,5,5
ENSDARG00000061370,tsen34,0.3,1,4,4,3,3,3,7,11,13,12,11,10,7,7,8,6,6
ENSDARG00000036844,tsen54,8,9,45,29,33,17,16,13,10,10,9,7,7,6,5,4,6,7
ENSDARG00000060748,tsfm,4,13,14,24,17,8,5,6,16,16,15,14,9,11,8,9,6,4
ENSDARG00000040854,tsg101a,41,40,69,65,55,19,17,15,18,14,19,17,15,18,20,23,23,21
ENSDARG00000011897,tsg101b,6,5,8,12,4,3,2,1,3,3,3,3,3,4,4,5,6,5
ENSDARG00000052512,tsga10,NA,NA,0.6,1,1,0.5,0.3,0.3,0.5,0.7,0.6,0.6,0.2,0.1,0.3,0.7,0.8,0.4
ENSDARG00000033726,tshba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,NA
ENSDARG00000037195,tshr,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.3,0.2,NA,0.1,0.2,0.4,0.1,0.4
ENSDARG00000005026,tshz1,2,2,7,9,2,2,2,3,5,6,6,6,5,5,6,5,5,5
ENSDARG00000079201,tshz2,0.7,1,11,3,2,0.5,0.1,NA,0.3,NA,0.4,1,3,4,9,12,10,10
ENSDARG00000087394,tshz3a,0.8,2,5,3,0.2,0.2,0.3,0.3,2,3,6,5,5,6,6,4,4,4
ENSDARG00000103361,tshz3b,1,1,5,4,2,3,4,2,4,4,6,6,7,9,13,12,10,10
ENSDARG00000040815,tsku,2,2,3,5,3,15,17,11,9,6,6,6,6,5,6,9,14,12
ENSDARG00000041830,tsn,68,57,47,50,57,67,60,53,47,37,27,16,11,13,9,10,7,6
ENSDARG00000115282,tsnax,8,10,13,13,12,17,21,17,12,9,8,7,8,6,7,7,6,7
ENSDARG00000030512,tsnaxip1,NA,0.4,NA,NA,0.4,0.3,0.7,1,3,1,1,0.6,0.5,0.7,0.4,0.3,0.7,1
ENSDARG00000052027,tspan1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1,0.5
ENSDARG00000044767,tspan10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,3,3,4,4,3,2
ENSDARG00000001781,tspan11,NA,0.1,0.1,0.1,0.1,0.1,NA,NA,1,0.8,0.8,0.9,0.7,0.8,0.7,1,1,1
ENSDARG00000032389,tspan12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,3,5,9,9,8,8,7
ENSDARG00000068883,tspan13a,2,2,3,3,1,0.2,0.1,0.1,NA,0.1,0.4,2,2,0.8,2,6,8,7
ENSDARG00000070479,tspan13b,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,4,6,7,7
ENSDARG00000055938,tspan14,12,16,18,21,16,16,15,18,26,23,31,31,29,23,22,20,19,17
ENSDARG00000039455,tspan15,3,3,6,8,8,6,7,5,4,2,4,4,5,3,4,5,6,6
ENSDARG00000114067,tspan17,3,5,6,8,2,0.6,0.5,1,0.9,1,2,1,2,3,2,2,3,3
ENSDARG00000056656,tspan18a,3,5,2,5,0.4,1,4,8,6,5,5,4,3,4,5,10,8,7
ENSDARG00000015015,tspan18b,0.7,0.7,2,NA,1,6,10,10,16,16,15,17,15,23,33,24,21,19
ENSDARG00000003754,tspan2a,3,6,5,6,5,3,1,0.5,4,5,7,7,8,11,10,12,16,20
ENSDARG00000059202,tspan2b,2,3,1,2,2,2,0.9,1,0.9,1,2,3,4,4,5,5,5,6
ENSDARG00000074554,tspan31,87,90,74,68,67,33,30,36,32,30,28,27,26,29,30,28,25,23
ENSDARG00000004497,tspan33a,NA,0.7,0.5,0.9,0.2,NA,NA,NA,1,2,4,5,5,4,6,7,7,5
ENSDARG00000042189,tspan33b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4
ENSDARG00000103951,tspan34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
ENSDARG00000025757,tspan35,0.7,2,3,3,3,2,0.6,NA,0.4,1,3,4,6,2,7,5,4,5
ENSDARG00000024540,tspan36,71,201,86,55,25,20,14,10,7,8,20,45,52,38,50,48,42,35
ENSDARG00000095090,tspan37,2,1,1,0.7,0.3,0.3,0.3,1,1,1,2,3,3,1,1,2,3,3
ENSDARG00000034753,tspan3a,22,19,11,11,15,9,5,5,25,31,40,42,55,53,39,34,36,39
ENSDARG00000053559,tspan3b,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,4,10,9,10
ENSDARG00000089354,tspan4a,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,8,8,8,11,13,11,11
ENSDARG00000070391,tspan4b,NA,NA,3,2,2,1,1,2,2,5,6,10,9,7,11,15,13,11
ENSDARG00000086033,tspan5a,NA,NA,NA,NA,0.3,0.3,NA,NA,0.5,1,0.9,3,5,3,7,9,9,9
ENSDARG00000070449,tspan5b,0.8,4,5,5,2,2,2,2,3,3,3,2,3,6,5,8,9,9
ENSDARG00000015759,tspan7,77,56,60,56,62,118,150,177,177,167,150,125,111,97,58,35,26,16
ENSDARG00000008407,tspan7b,6,7,9,12,10,5,4,2,1,5,10,21,23,21,25,50,49,51
ENSDARG00000025299,tspan9a,0.9,1,4,3,2,0.3,NA,NA,0.8,3,4,2,1,1,1,3,4,2
ENSDARG00000045706,tspan9b,NA,NA,NA,NA,0.5,5,9,15,14,12,15,14,10,9,8,8,9,8
ENSDARG00000077580,tspeara,0.2,NA,NA,NA,NA,NA,0.3,0.2,0.3,0.4,NA,NA,NA,NA,NA,0.2,0.5,NA
ENSDARG00000089235,tspearb,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0.9,0.8,0.7,0.3,0.5,0.4
ENSDARG00000026655,tspo,11,14,16,16,18,9,7,10,20,22,32,31,40,27,26,17,19,20
ENSDARG00000005015,tspy,25,24,34,32,31,28,15,12,22,20,19,19,18,15,12,12,12,14
ENSDARG00000007744,tsr1,2,2,11,10,15,43,63,83,100,76,61,49,27,21,11,15,16,19
ENSDARG00000005772,tsr2,11,12,48,64,82,83,70,59,64,71,50,35,20,22,14,8,12,15
ENSDARG00000038567,tsr3,14,18,15,16,11,11,7,6,12,10,10,7,7,4,5,6,5,7
ENSDARG00000036144,tssc4,19,38,62,58,16,8,11,10,20,24,23,19,20,25,17,16,15,14
ENSDARG00000039666,tsta3,0.5,0.8,2,2,2,4,8,11,14,11,14,12,10,8,7,7,7,5
ENSDARG00000056019,ttbk1a,NA,0.1,0.2,0.6,0.3,0.1,NA,NA,NA,0.2,0.4,0.5,1,2,3,5,5,6
ENSDARG00000056659,ttbk1b,0.1,0.3,0.8,0.8,0.4,0.2,0.2,0.3,0.4,0.6,0.9,0.8,1,2,3,3,4,4
ENSDARG00000005670,ttbk2a,NA,NA,0.6,1,0.6,NA,NA,NA,NA,0.1,0.2,1,1,0.8,1,3,3,3
ENSDARG00000043026,ttbk2b,1,3,11,10,8,4,2,2,4,5,4,4,4,5,5,7,6,7
ENSDARG00000044567,ttc1,0.2,1,14,18,15,14,16,15,12,7,8,8,7,6,5,5,6,6
ENSDARG00000056896,ttc12,NA,NA,0.2,0.2,0.2,NA,NA,NA,0.5,1,0.6,0.6,0.4,0.3,0.4,0.5,0.3,0.3
ENSDARG00000063242,ttc13,21,20,44,42,40,11,4,3,5,5,7,7,6,6,6,7,8,7
ENSDARG00000013845,ttc14,2,3,8,10,12,8,8,12,15,13,12,7,6,8,7,6,9,11
ENSDARG00000104035,ttc16,NA,NA,NA,NA,NA,0.6,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA
ENSDARG00000044812,ttc17,7,8,15,18,8,3,2,3,5,5,5,3,4,5,4,4,4,5
ENSDARG00000074435,ttc19,0.4,0.9,9,11,7,1,0.6,0.5,2,3,4,4,4,5,3,5,5,4
ENSDARG00000012368,ttc21b,0.4,1,4,4,4,5,9,11,11,6,6,4,4,4,3,3,3,3
ENSDARG00000077836,ttc22,NA,NA,NA,NA,NA,8,12,11,5,4,4,4,2,2,2,2,2,0.8
ENSDARG00000022160,ttc23,0.8,0.2,2,4,2,0.4,NA,NA,1,2,2,0.6,1,1,2,1,0.8,1
ENSDARG00000058140,ttc25,NA,NA,NA,NA,NA,0.2,NA,NA,2,3,2,2,1,0.8,1,0.5,0.6,0.3
ENSDARG00000012039,ttc26,22,15,16,17,17,7,6,7,9,8,7,5,5,6,4,3,3,3
ENSDARG00000007918,ttc27,29,33,35,32,32,16,6,2,12,12,13,11,6,7,4,6,5,6
ENSDARG00000058885,ttc29,NA,NA,NA,NA,NA,0.5,NA,NA,0.3,NA,0.7,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000086075,ttc3,2,13,24,18,8,3,5,7,12,13,11,7,7,9,6,5,7,8
ENSDARG00000069241,ttc32,9,31,31,31,16,10,3,2,5,4,4,5,6,7,9,9,7,6
ENSDARG00000035406,ttc33,2,5,15,21,18,8,4,4,5,4,5,3,4,5,4,5,7,6
ENSDARG00000091221,ttc34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.5,0.6,0.3,NA,0.3,NA,0.2,NA
ENSDARG00000011693,ttc36,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,21,18
ENSDARG00000074314,ttc37,0.2,0.7,5,8,4,2,2,3,3,2,4,4,4,3,3,3,3,3
ENSDARG00000042188,ttc38,0.2,0.3,1,1,0.8,1,0.7,1,1,0.7,2,3,1,0.7,0.9,2,5,6
ENSDARG00000074126,ttc39a,NA,0.3,1,2,2,1,2,4,2,1,2,2,3,2,1,2,3,2
ENSDARG00000100962,ttc39b,3,4,5,5,2,4,2,0.5,1,NA,0.8,3,1,2,2,2,3,3
ENSDARG00000102308,ttc39c,5,4,13,16,6,1,0.7,0.1,0.4,1,2,2,3,4,5,10,8,8
ENSDARG00000044405,ttc4,1,2,13,18,13,18,23,27,32,21,19,16,10,8,7,6,7,6
ENSDARG00000013329,ttc5,22,22,36,35,20,7,7,14,14,12,13,9,11,11,10,9,8,7
ENSDARG00000104125,ttc6,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.3,0.2,0.2,0.1,NA,0.1,0.2,NA
ENSDARG00000074760,ttc7a,0.5,2,11,10,10,1,0.3,NA,2,1,2,1,0.8,0.7,0.7,4,7,8
ENSDARG00000061207,ttc7b,9,7,13,13,12,4,2,2,4,5,4,5,5,6,6,7,6,6
ENSDARG00000068421,ttc9b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,3,3,4,6,2
ENSDARG00000007025,ttc9c,69,82,38,39,16,8,8,10,8,9,8,8,7,5,6,5,6,5
ENSDARG00000091967,ttf1,33,39,56,57,55,12,8,11,12,10,8,6,3,4,2,1,2,1
ENSDARG00000104105,ttf2,11,8,27,26,6,3,6,7,8,8,7,7,7,6,4,3,2,1
ENSDARG00000004114,tti1,0.2,0.5,2,2,2,4,4,5,7,6,6,4,3,4,2,2,2,2
ENSDARG00000073773,tti2,16,15,12,15,5,2,2,2,4,6,5,6,6,5,3,2,2,2
ENSDARG00000041361,ttk,34,28,69,58,62,41,44,44,35,33,34,35,29,26,19,7,7,4
ENSDARG00000062418,ttl,11,14,33,43,29,4,2,2,5,3,5,4,3,4,3,3,3,2
ENSDARG00000090778,ttll1,0.2,0.6,2,3,4,2,0.7,1,2,3,2,3,3,4,5,6,5,5
ENSDARG00000090472,ttll10,NA,NA,NA,0.1,0.9,0.6,0.2,0.2,2,0.9,0.9,0.3,0.2,0.6,0.8,0.7,1,2
ENSDARG00000060374,ttll11,0.7,1,2,2,1,0.2,0.2,0.4,0.8,0.6,1,0.8,0.3,0.9,0.9,2,2,2
ENSDARG00000103537,ttll12,2,2,2,2,2,1,0.7,0.4,0.7,0.3,0.8,0.8,0.5,0.5,0.5,0.8,0.7,0.5
ENSDARG00000077853,ttll2,NA,NA,NA,NA,NA,NA,0.2,NA,0.2,0.4,NA,0.1,NA,NA,NA,0.3,0.3,0.9
ENSDARG00000053728,ttll3,NA,NA,0.2,0.2,0.3,NA,0.2,NA,NA,NA,0.1,0.2,NA,NA,0.2,0.3,0.4,0.3
ENSDARG00000078935,ttll4,27,43,38,46,29,8,5,8,26,24,21,15,9,12,9,12,9,11
ENSDARG00000036793,ttll5,0.2,0.2,2,3,2,2,0.5,0.4,0.6,0.6,1,0.8,0.6,0.8,0.6,0.7,0.4,0.6
ENSDARG00000054023,ttll6,9,8,6,9,7,2,0.9,1,7,7,6,3,2,4,2,0.8,1,1
ENSDARG00000062973,ttll7,6,7,6,6,4,2,0.6,0.2,0.9,1,2,2,2,4,5,7,5,4
ENSDARG00000062806,ttll9,NA,NA,NA,NA,NA,NA,NA,0.3,0.7,0.5,0.8,0.6,0.9,0.8,0.8,0.3,1,0.3
ENSDARG00000000563,ttn.1,NA,0.1,NA,NA,0.1,0.1,0.1,0.1,1,3,6,14,21,28,23,25,28,31
ENSDARG00000028213,ttn.2,0.1,NA,0.1,0.1,0.1,0.1,0.1,0.1,1,2,6,13,19,23,21,20,24,27
ENSDARG00000027584,ttpa,NA,NA,NA,NA,NA,NA,NA,0.2,2,2,2,1,1,2,2,6,11,13
ENSDARG00000070644,ttpal,4,4,5,7,3,1,0.7,0.8,2,2,3,3,4,4,4,6,6,6
ENSDARG00000037191,ttr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,39,42
ENSDARG00000076804,ttyh1,NA,NA,NA,NA,NA,0.6,0.5,NA,NA,NA,0.6,1,1,3,8,22,22,22
ENSDARG00000016934,ttyh2,4,5,6,5,3,0.9,0.7,1,4,4,4,6,5,6,6,4,4,4
ENSDARG00000010727,ttyh2l,50,32,10,11,5,1,0.4,0.9,2,3,3,2,4,4,5,11,10,10
ENSDARG00000034473,ttyh3a,6,8,8,8,8,4,2,4,11,8,11,9,7,8,8,7,7,6
ENSDARG00000007678,ttyh3b,0.1,0.3,0.9,0.5,0.6,0.7,0.8,2,8,8,10,8,10,14,24,37,35,36
ENSDARG00000062165,tub,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.1,0.2,0.4,0.9,3,3,3
ENSDARG00000001889,tuba1a,NA,0.2,0.2,NA,0.5,2,14,29,74,104,110,121,142,161,188,106,66,43
ENSDARG00000045367,tuba1b,1,2,1,1,1,1,3,7,13,24,33,46,56,68,69,52,37,27
ENSDARG00000055216,tuba1c,NA,NA,NA,0.2,0.2,0.5,1,3,15,36,47,56,73,108,142,152,103,79
ENSDARG00000045014,tuba2,NA,NA,NA,NA,0.2,0.4,0.3,0.5,2,3,6,9,17,36,63,100,83,70
ENSDARG00000074289,tuba4l,63,68,29,19,10,5,6,6,3,2,1,0.9,1,1,0.7,0.3,0.5,0.4
ENSDARG00000104643,tuba7l,NA,NA,0.2,0.5,0.4,1,0.7,1,2,3,3,2,2,2,2,2,2,2
ENSDARG00000042708,tuba8l,1,6,46,38,37,82,142,164,255,275,322,327,332,351,250,229,207,136
ENSDARG00000031164,tuba8l2,11,4,2,4,10,11,16,56,180,163,172,132,125,114,104,126,115,128
ENSDARG00000070155,tuba8l3,NA,NA,NA,NA,NA,NA,NA,NA,3,19,39,53,53,57,45,33,24,14
ENSDARG00000006260,tuba8l4,19,36,93,83,227,480,769,991,1080,1094,1152,977,841,910,475,313,252,178
ENSDARG00000053066,tubb1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,4,1,1,2
ENSDARG00000039522,tubb2,NA,NA,NA,0.3,0.5,0.5,0.5,0.5,1,6,12,15,18,22,22,36,32,26
ENSDARG00000002344,tubb4b,588,335,267,278,314,183,246,295,531,589,646,625,647,787,660,575,406,348
ENSDARG00000037997,tubb5,1,7,4,3,14,19,25,33,97,165,195,207,240,357,362,261,147,105
ENSDARG00000104801,tubb6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,12,12,14,11,9
ENSDARG00000058219,tubd1,0.7,0.8,3,2,1,0.3,0.5,1,2,2,2,2,1,2,0.8,0.7,1,0.4
ENSDARG00000096620,tube1,NA,NA,0.2,0.2,0.2,NA,NA,NA,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000015610,tubg1,30,21,27,26,24,15,11,11,17,23,26,26,20,19,14,12,13,11
ENSDARG00000013079,tubgcp2,5,13,28,24,8,3,4,5,8,7,9,10,8,10,7,6,6,7
ENSDARG00000029133,tubgcp3,13,14,23,26,17,4,3,4,8,7,7,7,6,7,5,4,5,4
ENSDARG00000005374,tubgcp4,0.2,0.3,2,2,1,1,2,2,4,4,5,5,4,6,4,4,4,3
ENSDARG00000077442,tubgcp5,3,9,17,17,4,2,3,4,5,6,6,5,5,6,4,3,4,4
ENSDARG00000104173,tufm,3,3,42,54,51,48,51,55,62,65,75,75,60,59,45,58,47,32
ENSDARG00000061242,tuft1a,NA,NA,NA,NA,NA,2,4,6,1,0.6,0.9,1,2,3,4,9,10,12
ENSDARG00000071010,tuft1b,NA,NA,0.1,NA,NA,NA,NA,0.7,6,5,4,3,3,2,4,5,5,5
ENSDARG00000075295,tulp1a,NA,NA,NA,NA,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,0.1,1,4,2,2
ENSDARG00000078210,tulp1b,0.6,0.5,0.4,0.3,0.8,NA,NA,NA,NA,NA,0.7,0.8,0.2,NA,0.2,9,7,7
ENSDARG00000045911,tulp4a,0.7,1,4,3,2,5,4,4,5,4,6,7,8,8,8,8,8,8
ENSDARG00000063056,tulp4b,0.5,0.3,0.3,0.5,0.2,NA,NA,NA,0.1,NA,0.1,0.2,0.4,0.8,2,6,7,8
ENSDARG00000099817,tusc2a,12,6,2,3,2,0.5,0.9,1,2,4,2,3,4,5,8,9,9,7
ENSDARG00000025340,tusc2b,5,6,13,16,13,11,13,17,23,25,22,21,20,21,21,22,20,18
ENSDARG00000078854,tusc3,NA,NA,0.4,2,0.6,NA,NA,NA,11,21,20,18,18,23,26,25,21,15
ENSDARG00000057321,tut1,2,3,23,14,17,20,19,15,20,16,15,10,8,8,5,3,3,2
ENSDARG00000070271,tut4,8,13,67,45,41,28,21,12,7,6,7,7,4,7,5,5,5,8
ENSDARG00000057060,tvp23b,3,2,2,2,5,9,13,17,15,13,14,13,12,10,12,12,11,10
ENSDARG00000115712,twf1a,161,147,79,71,59,42,36,33,30,38,42,38,36,36,37,30,26,23
ENSDARG00000011661,twf1b,7,11,26,31,30,36,35,31,19,14,12,11,9,8,7,16,17,13
ENSDARG00000094792,twf2a,NA,NA,0.1,0.1,NA,NA,NA,NA,0.4,0.4,0.7,7,10,11,8,14,15,16
ENSDARG00000009727,twf2b,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,0.3,0.5,0.3,0.5,0.5,0.6,0.9,1
ENSDARG00000030402,twist1a,NA,NA,1,NA,NA,NA,0.9,19,20,27,31,27,21,22,18,16,10,9
ENSDARG00000076010,twist1b,NA,NA,NA,NA,NA,NA,NA,NA,8,7,6,8,14,15,16,14,9,9
ENSDARG00000078266,twist2,NA,NA,NA,NA,NA,NA,3,20,10,6,6,4,5,6,10,13,9,7
ENSDARG00000019646,twist3,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.6,2,6,8,9,8,7,7,8
ENSDARG00000024416,twistnb,56,48,22,21,17,19,19,20,22,22,18,10,6,6,4,4,3,3
ENSDARG00000099900,twnk,15,16,11,9,5,4,4,4,8,6,6,5,5,4,2,3,3,3
ENSDARG00000104244,twsg1a,0.4,0.5,2,2,1,1,0.5,0.4,1,1,2,2,3,3,5,6,6,5
ENSDARG00000077037,txlna,9,13,46,44,44,22,17,17,17,14,13,12,10,11,7,6,6,5
ENSDARG00000020594,txlnba,NA,NA,NA,0.1,0.1,NA,NA,NA,4,13,31,41,24,22,11,10,14,18
ENSDARG00000076241,txlnbb,NA,NA,6,10,4,2,0.7,0.2,1,7,33,77,67,65,35,26,41,87
ENSDARG00000001969,txlng,32,34,30,32,14,10,9,10,14,13,12,9,8,7,5,5,5,5
ENSDARG00000044125,txn,NA,NA,NA,NA,NA,1,3,15,32,20,36,67,48,20,22,17,16,11
ENSDARG00000034777,txn2,24,31,10,8,9,18,25,31,47,55,55,42,42,48,40,43,34,34
ENSDARG00000101291,txndc11,24,25,13,14,12,8,4,5,8,9,9,8,8,8,6,4,4,4
ENSDARG00000038980,txndc12,10,21,25,27,23,16,12,20,55,64,47,48,39,41,36,34,24,11
ENSDARG00000110357,txndc15,9,6,8,10,11,15,15,18,24,28,25,19,15,18,17,17,16,15
ENSDARG00000032256,txndc16,0.3,0.5,0.7,0.9,0.4,0.3,0.5,0.5,1,2,2,2,2,2,2,2,1,1
ENSDARG00000058079,txndc17,2,2,10,15,18,18,15,14,21,27,33,38,28,21,19,19,16,12
ENSDARG00000009342,txndc5,62,56,81,80,89,55,24,15,58,77,93,90,78,78,55,45,34,20
ENSDARG00000069853,txndc9,8,18,20,21,16,15,13,12,33,37,46,39,40,48,43,34,30,30
ENSDARG00000036107,txnipa,0.6,0.4,0.9,0.6,29,40,54,43,43,41,50,74,87,54,64,93,95,139
ENSDARG00000070000,txnipb,NA,0.2,2,2,0.6,NA,NA,NA,0.8,1,3,3,5,5,6,7,14,23
ENSDARG00000011921,txnl1,42,70,45,35,62,64,70,75,61,56,52,44,36,41,26,24,21,17
ENSDARG00000036190,txnl4a,23,70,58,73,75,72,58,46,48,49,39,35,30,33,29,25,19,11
