Gene_ID,Gene_Name,zygote,cleavage_2_cell,blastula_128_cell,blastula_1k_cell,blastula_dome,gastrula_50__epiboly,gastrula_shield,gastrula_75__epiboly,segmentation_1_4_somites,segmentation_14_19_somites,segmentation_20_25_somites,pharyngula_prim_5,pharyngula_prim_15,pharyngula_prim_25,hatching_long_pec,larval_protruding_mouth,larval_day_4,larval_day_5
ENSDARG00000058962,txnl4b,34,43,21,25,14,7,6,7,5,4,4,4,5,5,3,4,3,4
ENSDARG00000075923,txnrd2.2,NA,0.6,1,2,0.8,NA,NA,NA,0.2,NA,0.4,0.2,0.3,0.5,0.5,1,0.6,NA
ENSDARG00000100374,txnrd3,196,155,154,136,46,29,26,26,41,45,50,50,47,47,34,32,48,36
ENSDARG00000020326,tyk2,2,2,2,2,0.5,0.1,NA,NA,0.2,0.1,0.1,0.3,0.4,0.3,0.6,1,2,2
ENSDARG00000099821,tymp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,5
ENSDARG00000042894,tyms,220,225,131,140,47,19,16,17,25,31,40,55,45,32,21,16,17,10
ENSDARG00000039077,tyr,0.4,1,3,3,3,2,1,0.5,0.4,NA,3,13,26,26,31,25,21,18
ENSDARG00000005356,tyro3,NA,0.7,3,3,2,0.6,0.5,1,1,0.7,0.9,0.9,0.8,0.6,0.6,1,2,2
ENSDARG00000094894,tyrobp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7
ENSDARG00000029204,tyrp1a,0.8,0.6,NA,NA,NA,0.2,0.2,0.5,1,0.9,2,15,42,41,56,34,22,16
ENSDARG00000056151,tyrp1b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,97,120,184,200,120,93
ENSDARG00000074895,tysnd1,2,3,7,9,2,0.5,0.2,0.2,0.3,0.2,0.8,1,0.9,0.6,0.8,1,2,1
ENSDARG00000062987,tyw1,87,78,52,52,45,32,22,12,20,19,17,15,12,9,8,7,5,6
ENSDARG00000038222,tyw3,6,5,26,33,22,7,8,11,14,12,10,6,4,5,3,3,3,4
ENSDARG00000069672,tyw5,1,4,11,14,12,4,2,2,9,8,8,5,5,4,2,4,4,4
ENSDARG00000015325,u2af1,248,206,118,124,157,250,300,272,208,190,170,136,115,109,83,53,39,32
ENSDARG00000012505,u2af2a,17,37,73,78,97,138,135,106,63,51,45,40,38,36,33,21,19,16
ENSDARG00000011740,u2af2b,105,92,84,72,91,127,153,136,146,126,104,79,65,75,50,37,30,25
ENSDARG00000061490,u2surp,46,45,28,26,39,48,55,57,45,39,36,32,29,32,31,26,25,31
ENSDARG00000069250,uacaa,5,6,11,17,4,3,5,4,5,3,4,4,5,3,5,6,7,7
ENSDARG00000060238,uacab,33,31,26,25,23,17,6,3,3,3,5,9,7,7,10,12,12,12
ENSDARG00000052170,uap1,0.8,3,10,10,6,5,5,7,6,5,5,4,5,3,4,4,4,3
ENSDARG00000013082,uap1l1,27,30,22,15,11,7,4,2,4,5,8,10,10,7,9,11,9,8
ENSDARG00000037559,uba1,30,31,84,80,41,42,50,64,77,83,94,87,84,104,75,55,50,40
ENSDARG00000101332,uba2,37,50,102,95,101,103,126,134,101,91,85,78,65,72,51,27,25,20
ENSDARG00000057987,uba3,10,11,42,61,38,9,5,6,17,16,16,13,11,14,13,13,10,8
ENSDARG00000063588,uba5,11,14,32,33,33,29,21,10,13,10,13,12,10,9,8,10,8,5
ENSDARG00000041435,uba52,28,30,11,17,45,185,293,415,928,1500,1283,1133,1222,1249,1054,811,792,872
ENSDARG00000061222,uba7,NA,NA,0.3,0.2,0.2,0.2,0.3,0.2,NA,NA,NA,0.1,0.3,0.3,0.5,0.7,0.6,0.9
ENSDARG00000059722,ubac1,4,5,8,8,5,1,0.9,2,3,3,5,5,8,10,8,10,10,9
ENSDARG00000093065,ubac2,2,4,6,7,3,0.5,0.2,1,3,4,3,3,5,3,4,4,6,4
ENSDARG00000002362,ubald1a,21,20,6,4,5,8,13,17,13,9,8,7,9,11,15,18,18,21
ENSDARG00000020976,ubald1b,8,5,6,8,4,6,3,4,5,4,4,3,3,3,4,5,6,7
ENSDARG00000115335,ubald2,17,26,22,31,27,12,7,6,3,2,4,4,7,5,4,5,7,10
ENSDARG00000058746,ubap1,9,12,24,27,20,10,8,7,7,7,7,6,6,7,6,7,7,6
ENSDARG00000089217,ubap1la,NA,0.5,2,3,4,1,0.5,NA,0.8,0.9,0.5,1,1,1,1,2,2,2
ENSDARG00000088318,ubap2a,123,124,88,64,64,73,86,89,73,62,62,57,54,72,71,45,41,35
ENSDARG00000060065,ubap2b,26,24,123,129,149,123,127,111,88,88,94,90,84,86,58,50,64,87
ENSDARG00000063219,ubap2l,9,14,23,24,20,22,25,32,31,30,31,25,22,22,18,19,21,25
ENSDARG00000061243,ubash3ba,1,4,6,9,2,0.6,NA,NA,0.2,0.2,0.7,0.6,1,1,1,3,3,3
ENSDARG00000077399,ubash3bb,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,0.2,0.1,0.3,0.6,1,3,2,3
ENSDARG00000093313,ubb,12,13,15,11,38,92,158,96,70,60,52,70,58,62,59,79,74,78
ENSDARG00000102632,ubc,949,639,625,576,637,860,1172,918,589,492,560,499,490,455,465,421,341,332
ENSDARG00000098466,ube2a,43,41,36,42,54,41,29,24,35,34,34,34,33,38,38,41,33,24
ENSDARG00000003017,ube2al,46,63,132,148,80,54,40,34,37,35,30,23,22,23,24,36,29,22
ENSDARG00000026035,ube2b,0.6,1,2,2,2,4,5,6,9,8,8,7,6,9,9,9,11,12
ENSDARG00000101618,ube2c,148.5,108,41,32,31.5,60,88.5,100.5,55,57,55,51.5,44,42.5,34,21,16.5,12
ENSDARG00000029107,ube2d1a,10,19,32,41,48,27,22,25,33,34,31,27,27,31,28,17,16,13
ENSDARG00000038576,ube2d1b,18,31,22,27,27,36,35,43,47,46,46,36,36,40,39,37,28,25
ENSDARG00000043484,ube2d2,206,140,116,137,152,117,97,94,104,102,106,93,84,96,79,70,55,48
ENSDARG00000099749,ube2d2l,192,153,100,94,59,23,9,7,23,29,28,23,18,23,19,22,20,16
ENSDARG00000038473,ube2d3,48,69,91,110,69,22,26,40,42,47,46,50,64,67,73,69,53,47
ENSDARG00000015057,ube2d4,2,5,10,15,14,3,2,1,3,3,5,8,13,14,13,10,13,9
ENSDARG00000116649,ube2e1,80,120,92,94,124,164,193,193,148,114,87,78,66,58,59,39,28,26
ENSDARG00000034670,ube2e2,NA,0.1,0.1,0.3,0.3,2,6,20,22,20,17,17,17,18,17,14,11,11
ENSDARG00000012244,ube2e3,34,41,22,19,21,19,19,23,36,44,42,42,40,44,42,35,28,28
ENSDARG00000025754,ube2f,30,32,21,24,16,10,9,10,17,14,18,12,12,15,13,12,12,9
ENSDARG00000015292,ube2g1a,26,41,111,125,115,51,33,30,31,33,36,27,26,34,29,19,15,11
ENSDARG00000069527,ube2g1b,95,160,142,146,170,213,176,95,64,60,55,38,28,32,24,26,26,23
ENSDARG00000025404,ube2g2,4,6,23,21,12,7,5,8,17,20,23,18,18,16,15,16,19,16
ENSDARG00000000019,ube2h,66,72,68,73,77,55,44,45,29,19,33,40,32,29,35,51,54,49
ENSDARG00000052649,ube2ia,93,78,30,32,31,45,57,66,52,52,46,44,41,43,38,33,27,24
ENSDARG00000007438,ube2ib,433,346,176,150,74,81,103,122,193,223,177,145,116,138,101,64,48,48
ENSDARG00000033489,ube2j1,16,24,28,30,27,16,12,9,8,8,9,8,7,8,8,10,11,11
ENSDARG00000061161,ube2j2,5,5,9,14,13,8,6,4,4,3,3,3,2,3,2,3,3,3
ENSDARG00000089055,ube2ka,21,16,14,16,8,5,3,4,10,10,13,9,9,12,12,16,16,16
ENSDARG00000013505,ube2kb,4,6,26,27,30,19,15,19,16,18,19,19,18,17,20,22,21,17
ENSDARG00000112087,ube2l3a,11,37,59,69,96,106,101,85,79,70,67,47,43,46,32,30,28,19
ENSDARG00000027141,ube2l3b,23,36,74,89,102,81,62,60,79,84,87,67,55,68,47,56,45,34
ENSDARG00000008748,ube2na,72,91,137,169,201,235,214,170,125,123,125,111,99,100,89,85,68,44
ENSDARG00000045877,ube2nb,30,65,60,57,43,82,90,107,127,114,92,73,57,59,47,43,41,37
ENSDARG00000100766,ube2q1,0.7,2,13,13,14,14,25,24,17,16,12,9,11,11,12,11,11,12
ENSDARG00000013990,ube2q2,23,27,71,76,85,58,49,50,43,40,37,22,20,27,20,19,16,15
ENSDARG00000079276,ube2ql1,NA,NA,1,1,0.9,1,1,4,5,3,5,6,9,13,16,20,27,23
ENSDARG00000058740,ube2r2,1,5,21,20,18,9,6,7,5,4,4,4,4,4,5,5,6,6
ENSDARG00000031775,ube2s,78,86,55,67,24,28,29,44,47,39,42,29,34,39,33,20,15,10
ENSDARG00000063285,ube2t,47,72,17,14,4,11,16,20,29,29,25,29,19,15,10,7,6,3
ENSDARG00000041875,ube2v1,2,5,22,26,35,40,43,40,60,88,92,80,85,98,80,56,45,36
ENSDARG00000028198,ube2v2,39,46,51,51,66,130,164,190,170,136,141,111,105,97,88,81,65,55
ENSDARG00000044923,ube2w,2,2,0.4,1,0.8,2,2,2,4,3,2,3,3,4,3,4,5,5
ENSDARG00000029215,ube2z,1,2,13,16,5,2,2,3,4,5,4,4,4,5,5,7,7,7
ENSDARG00000055737,ube3a,30,46,64,62,19,11,13,14,19,18,23,21,19,24,18,17,19,18
ENSDARG00000061960,ube3b,0.8,1,5,6,4,3,3,4,2,1,2,1,1,3,2,2,3,3
ENSDARG00000035978,ube3c,7,8,24,29,13,4,3,4,8,6,7,5,6,8,6,5,5,5
ENSDARG00000026178,ube3d,0.4,2,1,2,3,4,7,7,8,9,8,4,4,4,2,2,2,2
ENSDARG00000040571,ube4a,2,4,12,12,9,5,3,4,5,6,7,7,7,7,6,8,9,9
ENSDARG00000037017,ube4b,23,18,41,38,41,41,36,32,29,27,28,26,23,27,22,18,17,15
ENSDARG00000102827,ubfd1,52,66,46,48,48,25,13,10,16,11,15,11,8,11,8,8,9,9
ENSDARG00000013009,ubiad1,5,10,13,17,14,11,11,13,15,16,13,9,8,12,10,14,11,11
ENSDARG00000099532,ubl3a,0.3,1,0.4,0.2,0.2,3,6,15,22,21,25,18,19,20,19,37,38,39
ENSDARG00000021556,ubl3b,29,17,26,31,18,8,11,14,13,13,16,14,17,20,22,25,23,22
ENSDARG00000024229,ubl7a,9,17,15,16,5,1,0.5,0.5,1,1,2,2,2,3,4,8,8,9
ENSDARG00000040286,ubl7b,42,36,20,21,26,26,26,17,14,12,11,8,7,8,7,6,5,5
ENSDARG00000044492,ublcp1,3,5,8,9,10,6,2,1,3,3,4,3,2,2,1,1,1,0.8
ENSDARG00000063169,ubn1,5,7,11,9,3,0.8,0.3,NA,0.3,NA,NA,NA,NA,0.2,0.8,1,2,1
ENSDARG00000063062,ubn2a,46,48,55,46,35,17,16,20,13,11,10,8,7,9,6,5,6,7
ENSDARG00000100508,ubn2b,7,9,89,71,76,36,31,32,25,22,23,19,15,16,12,8,7,6
ENSDARG00000058563,ubox5,1,1,6,6,4,3,3,5,5,5,5,5,4,4,4,5,5,6
ENSDARG00000018000,ubp1,1,3,6,10,5,2,3,5,4,3,4,2,4,4,3,4,5,4
ENSDARG00000052975,ubqln4,3,7,28,29,63,133,206,227,139,118,116,98,80,81,67,56,46,36
ENSDARG00000060480,ubr1,0.3,2,5,6,2,1,0.9,1,3,2,2,2,2,3,2,2,4,4
ENSDARG00000070164,ubr2,20,19,9,9,8,6,7,9,11,8,10,7,7,8,7,7,8,9
ENSDARG00000042508,ubr3,2,4,14,24,25,18,12,5,8,4,6,5,5,6,5,5,6,5
ENSDARG00000009549,ubr4,5,6,8,7,6,5,5,7,12,8,10,10,9,10,8,9,11,10
ENSDARG00000018192,ubr5,14,23,46,35,38,33,33,45,40,33,38,34,31,33,24,18,18,15
ENSDARG00000005536,ubr7,95,79,70,67,50,23,16,19,31,35,32,33,27,26,19,15,13,14
ENSDARG00000007382,ubtd1a,NA,NA,1,0.2,0.5,1,2,2,NA,0.3,1,2,2,1,0.9,9,6,6
ENSDARG00000079623,ubtd1b,3,11,23,22,14,8,7,5,4,5,4,4,3,3,2,2,3,2
ENSDARG00000069184,ubtd2,0.5,1,0.6,0.4,2,6,11,15,21,24,20,15,14,19,18,14,10,9
ENSDARG00000035066,ubtf,21,30,45,42,42,67,74,71,40,42,46,47,41,46,35,32,28,28
ENSDARG00000038780,ubtfl,7,18,33,32,10,4,6,16,17,19,20,15,15,21,17,15,14,13
ENSDARG00000090309,ubxn1,4,5,16,16,18,28,33,51,73,65,48,34,30,31,23,17,14,13
ENSDARG00000052535,ubxn10,NA,NA,NA,NA,NA,NA,0.3,NA,0.3,0.3,NA,NA,NA,NA,0.4,0.4,0.4,NA
ENSDARG00000053828,ubxn11,NA,NA,0.4,0.2,0.7,0.2,NA,NA,0.5,0.5,0.5,0.4,0.3,NA,0.3,0.4,0.2,0.2
ENSDARG00000087180,ubxn2a,5,7,12,16,8,2,0.8,NA,1,0.9,0.8,1,2,1,1,3,4,5
ENSDARG00000003087,ubxn6,3,8,20,19,9,4,4,5,7,9,9,8,9,7,9,11,13,13
ENSDARG00000009436,ubxn7,1,4,35,40,33,13,19,23,20,18,17,16,13,15,12,8,9,10
ENSDARG00000098902,ubxn8,6,8,10,8,8,4,2,3,3,4,3,3,2,2,2,2,4,4
ENSDARG00000026871,uchl1,33,75,193,231,137,28,9,3,1,1,3,4,7,7,9,16,12,9
ENSDARG00000030177,uchl3,5,19,45,43,43,38,24,14,13,19,23,24,24,23,22,28,22,12
ENSDARG00000103404,uchl5,4,6,22,23,19,32,34,42,70,74,74,49,43,52,30,33,24,17
ENSDARG00000022218,uck1,NA,NA,0.5,0.4,0.8,0.7,0.2,NA,1,1,2,1,1,2,2,3,4,4
ENSDARG00000006074,uck2a,12,30,45,49,48,39,16,6,13,13,14,11,9,12,14,10,9,7
ENSDARG00000022213,uck2b,77,76,74,74,82,61,39,32,35,39,46,40,36,33,23,18,17,14
ENSDARG00000001686,uckl1a,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.5,0.5,0.8,0.5,1,0.7,2,4,3
ENSDARG00000078973,uckl1b,26,28,20,19,6,0.7,0.2,0.2,0.7,1,2,2,2,4,4,4,5,6
ENSDARG00000027799,ucmaa,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4
ENSDARG00000005485,ucmab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,2,13,25,26,21
ENSDARG00000087241,ucn3l,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.9,NA,NA,NA,1,1,1
ENSDARG00000023151,ucp1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.6,4,8,5,4,10,21,86,365
ENSDARG00000043154,ucp2,272,273,131,154,256,381,303,270,67,38,54,77,55,43,42,81,66,60
ENSDARG00000091209,ucp3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.7,0.5,0.9,15,19,30
ENSDARG00000009266,uevld,13,15,28,27,7,2,2,3,4,4,4,3,3,4,2,4,3,1
ENSDARG00000022340,ufc1,3,16,14,13,5,3,0.9,1,9,10,12,13,11,11,11,14,10,7
ENSDARG00000010051,ufd1l,25,18,23,19,21,14,14,11,17,24,25,18,20,30,24,21,20,23
ENSDARG00000007496,ufl1,2,2,4,4,4,3,3,6,9,9,10,9,10,8,8,9,8,8
ENSDARG00000043857,ufm1,0.9,3,9,9,7,8,10,18,26,23,23,24,21,17,16,21,18,11
ENSDARG00000061610,ufsp1,0.4,1,7,7,3,2,2,3,6,5,4,2,3,2,2,2,2,2
ENSDARG00000056369,ufsp2,1,1,10,13,9,5,4,3,7,7,10,11,11,9,10,11,9,8
ENSDARG00000058221,ugcg,18,23,30,30,14,12,6,7,6,5,6,6,6,6,7,9,8,4
ENSDARG00000019838,ugdh,26,44,30,28,32,36,34,26,25,22,25,18,18,17,11,13,20,9
ENSDARG00000054746,uggt1,2,3,9,17,12,6,5,6,7,6,7,5,4,6,4,4,4,2
ENSDARG00000062089,uggt2,13,17,27,33,22,7,3,5,18,14,16,13,9,11,7,6,4,3
ENSDARG00000005578,ugp2a,NA,0.2,NA,NA,0.5,0.5,0.4,0.5,NA,NA,0.4,1,5,6,11,20,34,32
ENSDARG00000008200,ugp2b,6,4,18,23,13,4,1,2,6,7,8,8,8,6,6,8,9,8
ENSDARG00000006220,ugt1a1,0.2,0.1,0.2,0.1,NA,NA,NA,NA,NA,0.1,0.1,2,2,0.6,1,12,35,17
ENSDARG00000097491,ugt1b1,NA,NA,NA,NA,NA,0.6,0.9,0.7,2,3,4,7,5,3,7,8,6,3
ENSDARG00000097231,ugt1b2,NA,NA,NA,NA,NA,0.4,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.6,1,1
ENSDARG00000097979,ugt1b3,NA,NA,NA,NA,NA,0.2,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000097024,ugt1b4,NA,NA,NA,NA,NA,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000089507,ugt1b5,NA,NA,NA,NA,NA,2,3,5,7,6,6,8,7,4,7,8,6,4
ENSDARG00000103761,ugt1b6p,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000101176,ugt1b7,NA,NA,NA,NA,NA,2,3,7,0.7,NA,0.8,2,2,NA,1,0.9,1,0.4
ENSDARG00000051940,ugt2a4,3,5,4,3,2,0.6,0.4,0.2,0.2,0.1,0.1,0.3,0.2,NA,0.2,4,9,6
ENSDARG00000011537,ugt2a5,NA,NA,0.2,0.1,0.3,0.6,0.7,1,1,1,1,0.7,1,1,1,1,1,2
ENSDARG00000039501,ugt2a6,NA,NA,0.2,NA,NA,NA,NA,NA,0.7,0.6,1,0.8,1,0.6,2,1,2,2
ENSDARG00000091624,ugt2a7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4.33333333333333
ENSDARG00000016479,ugt5a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.9
ENSDARG00000093640,ugt5a2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.2
ENSDARG00000097397,ugt5a4,NA,NA,NA,NA,NA,NA,0.3,2,0.9,0.3,NA,1,0.4,NA,NA,NA,NA,NA
ENSDARG00000104995,ugt5b1,NA,NA,NA,NA,NA,NA,0.3,0.2,0.2,NA,NA,0.2,NA,NA,NA,2,7,3
ENSDARG00000099276,ugt5b2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.5,6.5
ENSDARG00000091916,ugt5b4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0.2,0.2,6,16,13
ENSDARG00000104203,ugt5b5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
ENSDARG00000061444,ugt5c1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.6
ENSDARG00000006372,ugt5c2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,NA
ENSDARG00000061439,ugt5c3,0.1,0.3,1,1,NA,NA,NA,0.2,1,1,2,1,0.9,0.7,0.7,2,5,5
ENSDARG00000002394,ugt5d1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,4
ENSDARG00000054835,ugt5f1,2,2,7,5,2,2,2,2,1,1,0.8,0.9,0.8,0.5,1,2,2,2
ENSDARG00000032862,ugt5g1,0.7,1,4,6,4,0.9,0.3,0.6,4,1,2,4,3,1,2,3,3,3
ENSDARG00000037455,ugt8,0.2,0.3,0.3,0.4,0.3,0.4,0.6,2,2,2,3,3,3,2,3,7,8,7
ENSDARG00000059575,uhmk1,0.5,2,5,8,7,6,4,3,4,2,2,2,2,3,2,2,4,4
ENSDARG00000103409,uhrf1,178,161,134,118,101,85,67,54,38,38,50,59,43,29,16,11,13,10
ENSDARG00000077011,uhrf1bp1,0.1,0.3,3,3,3,1,0.6,0.4,0.8,0.6,0.8,0.7,0.9,0.9,0.8,1,1,1
ENSDARG00000004055,uhrf1bp1l,0.3,0.8,7,12,6,1,1,2,3,2,2,3,2,3,3,4,5,4
ENSDARG00000062518,ulk1a,7,9,11,9,2,0.6,0.9,2,1,1,2,2,2,2,2,3,3,5
ENSDARG00000074481,ulk1b,6,10,17,18,10,6,6,8,7,2,2,3,3,4,4,3,5,6
ENSDARG00000097205,ulk2,0.1,0.2,0.2,0.3,0.1,0.2,0.3,0.2,1,1,2,3,3,4,6,14,19,28
ENSDARG00000101661,ulk3,0.7,0.3,2,3,2,0.7,0.8,1,2,1,2,2,3,1,2,2,4,4
ENSDARG00000004176,ulk4,2,2,3,3,1,0.9,0.4,0.3,1,0.9,1,1,0.9,0.7,0.9,0.8,0.7,0.4
ENSDARG00000076008,umad1,0.4,0.5,4,4,2,1,3,2,2,0.9,2,2,1,2,2,2,3,4
ENSDARG00000068923,umodl1,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.7
ENSDARG00000012215,umps,5,4,54,67,60,53,39,54,75,57,59,64,34,20,12,13,8,5
ENSDARG00000009629,unc119.1,19,31,37,46,45,32,25,30,23,18,19,12,11,13,7,5,5,6
ENSDARG00000004459,unc119.2,0.3,NA,0.7,0.4,0.4,0.8,NA,NA,NA,NA,NA,NA,0.4,NA,NA,1,2,2
ENSDARG00000034453,unc119a,2,0.3,3,1,0.9,0.6,NA,0.6,2,0.6,2,1,1,1,2,5,5,4
ENSDARG00000044362,unc119b,17,21,28,35,12,2,0.5,1,8,11,13,12,10,14,13,28,20,21
ENSDARG00000061829,unc13a,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.1,0.3,0.5,0.8,1,2,4,5,5
ENSDARG00000017391,unc13ba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2,1,2
ENSDARG00000078249,unc13d,NA,0.2,0.1,0.1,0.3,0.1,NA,NA,0.5,0.3,0.5,0.3,0.5,0.2,0.4,0.2,0.6,0.6
ENSDARG00000103643,unc45a,NA,0.1,5,7,8,6,7,5,6,6,6,5,5,6,3,4,4,2
ENSDARG00000008433,unc45b,6,5,4,2,4,8,12,10,41,45,69,68,46,34,13,6,7,5
ENSDARG00000040455,unc50,23,38,42,51,18,8,8,11,14,15,13,14,13,14,13,11,12,10
ENSDARG00000099034,unc5a,0.8,2,3,2,2,0.7,0.2,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6
ENSDARG00000033327,unc5b,NA,0.2,0.5,0.2,0.3,0.6,1,5,8,4,5,5,5,4,3,2,2,2
ENSDARG00000087341,unc5c,4,5,10,9,5,1,0.5,0.4,4,4,4,3,4,6,4,6,5,5
ENSDARG00000092722,unc5da,NA,0.4,1,1,0.7,0.9,1,0.1,NA,0.4,0.6,0.9,1,1,2,5,6,5
ENSDARG00000061541,unc5db,0.8,2,4,7,5,3,0.7,NA,NA,NA,0.1,NA,0.1,0.3,0.5,2,2,2
ENSDARG00000098290,unc80,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.2,0.3,0.4,0.8,1,2
ENSDARG00000041554,unc93a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,NA,0.7,0.9,2,3
ENSDARG00000069114,unc93b1,1,3,7,6,4,2,2,2,0.9,0.2,0.4,0.6,0.9,0.2,0.4,0.6,1,1
ENSDARG00000102976,uncx,0.5,0.4,NA,0.3,0.2,1,0.4,0.3,1,4,6,6,8,16,20,10,8,8
ENSDARG00000037760,uncx4.1,3,3,4,3,7,3,1,3,11,18,12,7,7,13,16,7,7,7
ENSDARG00000042527,unga,128,117,47,52,26,20,20,17,18,19,20,21,16,8,5,4,4,3
ENSDARG00000094922,ungb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0.1,0.1,NA
ENSDARG00000000935,unk,1,2,3,3,2,0.7,0.3,0.6,1,1,1,1,0.9,1,1,1,0.9,1
ENSDARG00000037838,unkl,0.8,1,2,2,5,14,14,12,8,8,9,7,8,11,7,8,11,14
ENSDARG00000078703,unm_hu7910,11,13,20,18,11,7,3,4,12,9,9,11,13,14,9,9,7,7
ENSDARG00000076873,unm_hu7912,NA,NA,NA,NA,0.1,NA,NA,NA,0.7,1,1,0.8,0.7,1,1,4,4,5
ENSDARG00000031618,unm_sa1261,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1,2,3,3,4,4,5,5,5
ENSDARG00000002607,unm_sa1614,0.1,NA,0.2,NA,0.1,NA,NA,NA,NA,0.1,0.4,0.6,0.9,2,3,3,3,4
ENSDARG00000078378,unm_sa808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.5,1,2
ENSDARG00000074528,unm_sa821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,3,5,3,1
ENSDARG00000034063,unm_sa911,NA,NA,0.2,0.2,0.5,1,3,7,11,5,7,15,9,4,6,3,2,2
ENSDARG00000007024,uox,NA,NA,NA,NA,NA,9,31,45,38,20,15,6,NA,NA,0.4,31,43,50
ENSDARG00000011521,upb1,0.3,0.6,0.3,0.6,0.6,2,1,0.9,6,5,7,6,8,5,7,12,19,13
ENSDARG00000016302,upf1,12,15,28,27,31,42,47,41,25,22,19,15,12,14,10,10,11,12
ENSDARG00000069297,upf3a,NA,NA,NA,0.1,0.2,0.2,0.2,NA,0.2,0.8,2,2,3,6,8,16,17,19
ENSDARG00000000489,upf3b,20,17,22,24,29,24,20,19,26,30,23,23,19,19,13,11,11,15
ENSDARG00000021866,upk1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.6
ENSDARG00000092872,upk3b,NA,NA,NA,NA,NA,0.3,NA,0.8,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.5,0.4
ENSDARG00000040869,upp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,1,2,2
ENSDARG00000036833,upp2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10
ENSDARG00000035549,uprt,0.5,3,13,11,6,4,1,0.6,14,16,18,16,14,13,13,17,17,19
ENSDARG00000068176,uqcc1,42,40,41,35,43,23,10,6,22,23,25,21,22,20,17,20,17,19
ENSDARG00000011272,uqcc2,2,5,21,17,5,4,4,9,15,21,24,23,28,22,26,25,23,17
ENSDARG00000093382,uqcc3,23,18,9,13,5,2,1,NA,2,5,6,5,6,5,5,9,8,10
ENSDARG00000104517,uqcr10,82,54,41,28,26,32,16,20,25,40,33,48,57,63,61,83,69,42
ENSDARG00000011146,uqcrb,NA,1,1,1,2,5,7,8,6,9,8,10,10,8,11,14,13,10
ENSDARG00000052304,uqcrc1,11,6,26,31,26,19,19,30,60,68,91,113,115,115,116,159,146,94
ENSDARG00000014794,uqcrc2a,2,3,7,6,7,8,8,11,27,32,41,47,54,57,56,67,68,60
ENSDARG00000071691,uqcrc2b,19,8,37,42,33,33,31,33,46,47,52,59,66,58,68,91,79,52
